dataset,instance_index,depot,budget_miles,algorithm,collected_prize_excluding_depot,java_raw_prize_including_depot,route_distance_miles,runtime_ms,route
"Capital_Cities.txt",14,"Concord,NH",10000,"P-MARL",2094,2218,9937.806666,4803.621708,"Concord,NH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Harrisburg,PA -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Boise,ID -> Helena,MT -> Bismarck,ND -> Pierre,SD -> OklahomaCity,OK -> Austin,TX -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> Tallahassee,FL -> Montgomery,AL -> Frankfort,KY -> Charleston,WV -> Providence,RI -> Boston,MA -> Augusta,ME -> Montpelier,VT -> Concord,NH"
"Capital_Cities.txt",15,"Denver,CO",10000,"Greedy 1",823,941,9795.991280,0.029875,"Denver,CO -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> SantaFe,NM -> Denver,CO"
"Capital_Cities.txt",15,"Denver,CO",10000,"Greedy 2",2106,2224,9789.294078,0.113667,"Denver,CO -> Cheyenne,WY -> SaltLakeCity,UT -> Helena,MT -> Salem,OR -> Olympia,WA -> Boise,ID -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> LittleRock,AR -> Denver,CO"
"Capital_Cities.txt",15,"Denver,CO",10000,"P-MARL",2057,2175,9973.284537,4740.235833,"Denver,CO -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Pierre,SD -> Bismarck,ND -> Helena,MT -> Boise,ID -> Salem,OR -> Olympia,WA -> SaltLakeCity,UT -> SantaFe,NM -> Denver,CO"
"Capital_Cities.txt",16,"DesMoines,IA",10000,"Greedy 1",901,997,9950.773314,0.033500,"DesMoines,IA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> JeffersonCity,MO -> DesMoines,IA"
"Capital_Cities.txt",16,"DesMoines,IA",10000,"Greedy 2",2083,2179,9849.810563,0.109375,"DesMoines,IA -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Boise,ID -> Pierre,SD -> DesMoines,IA"
"Capital_Cities.txt",16,"DesMoines,IA",10000,"P-MARL",2220,2316,9997.664335,4781.427750,"DesMoines,IA -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Augusta,ME -> Concord,NH -> Boston,MA -> Providence,RI -> Hartford,CT -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> OklahomaCity,OK -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Salem,OR -> Olympia,WA -> Boise,ID -> Bismarck,ND -> Pierre,SD -> Madison,WI -> Lansing,MI -> Frankfort,KY -> Topeka,KS -> DesMoines,IA"
"Capital_Cities.txt",17,"Dover,DE",10000,"Greedy 1",1077,1137,9868.944049,0.030917,"Dover,DE -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Lansing,MI -> Trenton,NJ -> Dover,DE"
"Capital_Cities.txt",17,"Dover,DE",10000,"Greedy 2",2047,2107,9996.997261,0.125042,"Dover,DE -> Annapolis,MD -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Trenton,NJ -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Pierre,SD -> Madison,WI -> Harrisburg,PA -> Dover,DE"
"Capital_Cities.txt",17,"Dover,DE",10000,"P-MARL",2143,2203,9908.684489,4621.751833,"Dover,DE -> Albany,NY -> Providence,RI -> Boston,MA -> Concord,NH -> Augusta,ME -> Columbus,OH -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Pierre,SD -> Bismarck,ND -> Helena,MT -> SaltLakeCity,UT -> Denver,CO -> Cheyenne,WY -> SantaFe,NM -> OklahomaCity,OK -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> LittleRock,AR -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Harrisburg,PA -> Lansing,MI -> Madison,WI -> Frankfort,KY -> Charleston,WV -> Annapolis,MD -> Trenton,NJ -> Hartford,CT -> Dover,DE"
"Capital_Cities.txt",18,"Frankfort,KY",10000,"Greedy 1",1044,1088,9966.696231,0.035833,"Frankfort,KY -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Lansing,MI -> Frankfort,KY"
"Capital_Cities.txt",18,"Frankfort,KY",10000,"Greedy 2",2137,2181,9984.542808,0.113750,"Frankfort,KY -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Pierre,SD -> Bismarck,ND -> Madison,WI -> Frankfort,KY"
"Capital_Cities.txt",18,"Frankfort,KY",10000,"P-MARL",2174,2218,9558.753669,4824.342250,"Frankfort,KY -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> OklahomaCity,OK -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Bismarck,ND -> Pierre,SD -> Lincoln,NE -> Topeka,KS -> JeffersonCity,MO -> Springfield,IL -> DesMoines,IA -> Madison,WI -> Lansing,MI -> Columbus,OH -> Indianapolis,IN -> Charleston,WV -> Tallahassee,FL -> Montgomery,AL -> Frankfort,KY"
"Capital_Cities.txt",19,"Harrisburg,PA",10000,"Greedy 1",1053,1077,9988.523670,0.031167,"Harrisburg,PA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Concord,NH -> Harrisburg,PA"
"Capital_Cities.txt",19,"Harrisburg,PA",10000,"Greedy 2",2065,2089,9916.047411,0.115375,"Harrisburg,PA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Pierre,SD -> Madison,WI -> Harrisburg,PA"
"Capital_Cities.txt",19,"Harrisburg,PA",10000,"P-MARL",1973,1997,9988.860089,4663.614417,"Harrisburg,PA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Bismarck,ND -> Pierre,SD -> OklahomaCity,OK -> Austin,TX -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Columbus,OH -> Lansing,MI -> Indianapolis,IN -> Charleston,WV -> Harrisburg,PA"
